, ,Label,Area,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Feret,Median,%Area,FeretX,FeretY,FeretAngle,MinFeret,area_bbx_ratio
245,246,hfd28 ep1 tip.tif  (red) thresh.tif,6829,3313.145,1619.4260000000002,629.144,3238,1584,161,76,155.94299999999998,55.757,7.757000000000001,164.976,255,100,3238,1638,12.604000000000001,71.654,0.5581
246,247,hfd28 ep1 tip.tif  (red) thresh.tif,5938,2562.462,1643.0610000000001,391.07800000000003,2509,1595,105,87,96.23899999999999,78.56,169.53,105.07600000000001,255,100,2509,1651,177.81799999999998,86.854,0.65
247,248,hfd28 ep1 tip.tif  (red) thresh.tif,3254,2785.0009999999997,1634.213,506.333,2741,1596,87,70,76.11399999999999,54.433,21.802,91.92399999999999,255,100,2743,1658,30.75,64.315,0.5343
248,249,hfd28 ep1 tip.tif  (red) thresh.tif,4305,3076.1009999999997,1656.8870000000002,513.889,3030,1616,96,78,83.441,65.69,14.940999999999999,96.333,255,100,3030,1650,4.763999999999999,73.913,0.5749
249,250,hfd28 ep1 tip.tif  (red) thresh.tif,7344,2243.556,1676.425,524.96,2183,1619,113,111,118.87299999999999,78.661,43.183,128.701,255,100,2185,1704,32.949,88.198,0.5855
250,251,hfd28 ep1 tip.tif  (red) thresh.tif,5467,3652.8979999999997,1677.826,635.487,3600,1624,100,95,89.57799999999999,77.706,8.015,111.414,255,100,3600,1697,28.405,90.678,0.5755
251,252,hfd28 ep1 tip.tif  (red) thresh.tif,17521,3175.699,1737.305,984.566,3092,1634,162,204,211.56599999999997,105.444,62.986999999999995,220.565,255,100,3116,1834,65.062,123.824,0.5302
252,253,hfd28 ep1 tip.tif  (red) thresh.tif,5214,3748.125,1699.48,714.257,3703,1645,90,107,99.755,66.55,61.856,120.507,255,100,3704,1741,49.038000000000004,82.73899999999999,0.5414
253,254,hfd28 ep1 tip.tif  (red) thresh.tif,8895,3861.4640000000004,1702.81,546.4159999999999,3796,1647,138,113,119.415,94.84100000000001,5.955,141.014,255,100,3796,1717,11.868,102.085,0.5704
254,255,hfd28 ep1 tip.tif  (red) thresh.tif,33543,3288.1620000000003,1819.273,2715.111,3128,1648,292,316,246.304,173.39700000000002,75.46,324.099,255,100,3257,1964,77.164,281.945,0.3635
255,256,hfd28 ep1 tip.tif  (red) thresh.tif,7596,2452.482,1719.9170000000001,715.328,2399,1663,110,118,106.74600000000001,90.603,76.94800000000001,139.786,255,100,2426,1780,56.083,101.0,0.5852
256,257,hfd28 ep1 tip.tif  (red) thresh.tif,8297,2904.386,1716.213,809.955,2838,1664,129,120,123.30799999999999,85.67200000000001,145.47,150.07299999999998,255,100,2844,1673,132.299,94.79700000000001,0.536
257,258,hfd28 ep1 tip.tif  (red) thresh.tif,6167,2660.1040000000003,1716.267,745.529,2612,1666,105,107,104.449,75.176,28.857,126.811,255,100,2616,1758,41.483000000000004,93.0,0.5489
258,259,hfd28 ep1 tip.tif  (red) thresh.tif,5960,2771.393,1729.101,456.777,2725,1680,95,96,89.537,84.75299999999999,171.375,102.57700000000001,255,100,2740,1682,119.814,93.48200000000001,0.6535
259,260,hfd28 ep1 tip.tif  (red) thresh.tif,7490,2547.576,1741.9,721.914,2490,1686,115,114,112.11,85.065,42.406000000000006,142.762,255,100,2511,1796,50.4,97.134,0.5713
260,261,hfd28 ep1 tip.tif  (red) thresh.tif,3404,3994.159,1724.245,489.404,3950,1688,91,73,87.181,49.714,167.593,97.693,255,100,3951,1701,157.109,68.02199999999999,0.5124
261,262,hfd28 ep1 tip.tif  (red) thresh.tif,3073,2149.315,1730.2420000000002,343.865,2115,1697,77,66,65.84,59.427,67.962,77.318,255,100,2115,1741,5.194,66.0,0.6047
262,263,hfd28 ep1 tip.tif  (red) thresh.tif,6229,2320.6839999999997,1755.634,563.487,2269,1704,113,102,95.241,83.273,31.342,113.35799999999999,255,100,2269,1752,175.446,90.603,0.5404
263,264,hfd28 ep1 tip.tif  (red) thresh.tif,5421,1566.8410000000001,1796.816,435.647,1522,1749,88,104,96.391,71.60600000000001,67.406,107.912,255,100,1562,1853,69.382,82.005,0.5923
264,265,hfd28 ep1 tip.tif  (red) thresh.tif,3976,2857.284,1795.406,394.534,2812,1754,88,84,86.99600000000001,58.191,140.846,95.525,255,100,2818,1769,149.139,66.187,0.5379
265,266,hfd28 ep1 tip.tif  (red) thresh.tif,4410,3032.132,1800.639,516.2330000000001,2989,1755,92,89,90.486,62.053999999999995,122.03200000000001,104.86200000000001,255,100,2995,1762,145.09799999999998,72.694,0.5386
266,267,hfd28 ep1 tip.tif  (red) thresh.tif,7223,2684.776,1811.967,514.475,2628,1762,115,99,114.209,80.524,25.236,123.491,255,100,2628,1833,21.371,89.367,0.6344
267,268,hfd28 ep1 tip.tif  (red) thresh.tif,5133,2386.805,1817.973,442.09,2338,1781,101,83,100.417,65.084,21.866999999999997,108.046,255,100,2345,1850,30.6,71.80199999999999,0.6123
268,269,hfd28 ep1 tip.tif  (red) thresh.tif,5184,2568.618,1830.513,629.286,2512,1788,110,94,104.061,63.428999999999995,29.144000000000002,121.824,255,100,2522,1863,37.999,70.926,0.5014
269,270,hfd28 ep1 tip.tif  (red) thresh.tif,7924,2260.92,1864.22,686.8839999999999,2198,1806,123,124,114.807,87.88,40.787,130.188,255,100,2224,1924,65.01,96.234,0.5195
270,271,hfd28 ep1 tip.tif  (red) thresh.tif,40542,1453.54,1972.424,4539.892,1319,1815,325,322,250.62099999999998,205.967,39.769,353.36199999999997,255,100,1325,2097,25.476999999999997,274.952,0.3874
271,272,hfd28 ep1 tip.tif  (red) thresh.tif,4614,3075.967,1876.84,326.534,3033,1830,91,87,79.607,73.797,20.116,93.963,255,100,3034,1864,163.30100000000002,73.498,0.5828
272,273,hfd28 ep1 tip.tif  (red) thresh.tif,3562,2440.729,1882.213,711.872,2390,1841,102,88,93.345,48.586000000000006,30.643,108.853,255,100,2404,1918,38.66,66.172,0.3968
273,274,hfd28 ep1 tip.tif  (red) thresh.tif,7049,2120.5570000000002,1903.989,688.5,2048,1842,134,115,139.188,64.482,34.49,158.808,255,100,2048,1947,36.293,76.571,0.4574
274,275,hfd28 ep1 tip.tif  (red) thresh.tif,34973,2923.796,1989.7779999999998,2696.643,2790,1844,304,273,241.322,184.521,144.572,333.662,255,100,2815,1880,146.739,236.648,0.4214
275,276,hfd28 ep1 tip.tif  (red) thresh.tif,4902,4016.6490000000003,1913.121,991.938,3962,1858,103,115,87.037,71.71,85.86399999999999,115.73200000000001,255,100,4018,1973,83.55,94.31299999999999,0.4138
276,277,hfd28 ep1 tip.tif  (red) thresh.tif,13606,2644.792,1952.636,1114.992,2567,1867,138,191,164.71099999999998,105.176,107.28,196.451,255,100,2646,2057,73.133,137.161,0.5162
277,278,hfd28 ep1 tip.tif  (red) thresh.tif,30123,2287.002,1988.339,2468.092,2123,1886,323,203,263.055,145.80100000000002,179.358,325.983,255,100,2123,2055,7.757000000000001,199.546,0.4594
278,279,hfd28 ep1 tip.tif  (red) thresh.tif,8736,2755.6620000000003,1965.899,942.9680000000001,2700,1894,120,133,115.93799999999999,95.939,86.986,138.885,255,100,2725,1894,106.73899999999999,114.639,0.5474
279,280,hfd28 ep1 tip.tif  (red) thresh.tif,6387,2503.493,1950.767,491.061,2454,1902,104,96,108.679,74.827,23.271,125.25200000000001,255,100,2454,1988,38.516999999999996,83.825,0.6397
280,281,hfd28 ep1 tip.tif  (red) thresh.tif,32949,1983.815,2049.933,2990.667,1836,1903,283,342,242.90400000000002,172.71,87.325,348.695,255,100,1949,2245,78.755,274.014,0.3404
281,282,hfd28 ep1 tip.tif  (red) thresh.tif,5353,3128.4970000000003,1949.711,429.161,3075,1909,104,95,85.05,80.137,169.61900000000003,105.546,255,100,3075,1961,9.818999999999999,84.87700000000001,0.5418
282,283,hfd28 ep1 tip.tif  (red) thresh.tif,6497,2563.112,2024.668,548.0319999999999,2507,1969,107,100,107.175,77.184,34.088,125.208,255,100,2513,2057,36.229,91.803,0.6072
283,284,hfd28 ep1 tip.tif  (red) thresh.tif,23002,1835.506,2094.9970000000003,1683.894,1654,2001,334,197,277.73400000000004,105.45,22.135,358.95,255,100,1655,2174,21.92,160.661,0.3496
284,285,hfd28 ep1 tip.tif  (red) thresh.tif,5335,1266.347,2060.66,581.002,1215,2008,103,96,93.916,72.328,20.701,104.346,255,100,1215,2054,167.829,87.654,0.5395
285,286,hfd28 ep1 tip.tif  (red) thresh.tif,6176,1732.112,2061.909,638.558,1678,2015,103,111,94.73200000000001,83.008,38.271,137.612,255,100,1678,2126,52.381,94.816,0.5402
286,287,hfd28 ep1 tip.tif  (red) thresh.tif,5801,2255.75,2094.936,979.98,2182,2037,158,108,118.155,62.512,14.719000000000001,158.808,255,100,2182,2098,5.782,102.178,0.34
287,288,hfd28 ep1 tip.tif  (red) thresh.tif,3350,3164.048,2089.284,502.475,3123,2037,90,107,96.479,44.21,122.33,110.354,255,100,3141,2037,104.162,68.082,0.3479
288,289,hfd28 ep1 tip.tif  (red) thresh.tif,7032,2717.4970000000003,2108.8920000000003,423.848,2662,2062,117,100,108.035,82.875,159.032,117.209,255,100,2662,2090,176.576,91.10799999999999,0.601
289,290,hfd28 ep1 tip.tif  (red) thresh.tif,5038,2130.005,2108.772,531.203,2088,2063,94,99,98.416,65.178,51.053000000000004,122.495,255,100,2090,2150,42.022,77.444,0.5414
290,291,hfd28 ep1 tip.tif  (red) thresh.tif,9541,1607.326,2131.397,848.181,1539,2066,130,141,126.045,96.37799999999999,36.266999999999996,150.083,255,100,1576,2200,60.018,116.663,0.5205
291,292,hfd28 ep1 tip.tif  (red) thresh.tif,3247,2927.03,2097.474,339.22,2886,2066,90,65,78.09899999999999,52.93600000000001,167.88,90.796,255,100,2886,2087,172.405,57.144,0.555
292,293,hfd28 ep1 tip.tif  (red) thresh.tif,6352,2812.574,2143.946,625.7130000000001,2766,2087,118,115,106.17299999999999,76.17399999999999,47.385,129.468,255,100,2780,2200,38.729,87.13,0.4681
293,294,hfd28 ep1 tip.tif  (red) thresh.tif,10177,1395.954,2173.493,1030.95,1292,2110,219,137,209.115,61.965,27.361,228.002,255,100,1295,2212,18.673,81.956,0.3392
294,295,hfd28 ep1 tip.tif  (red) thresh.tif,4879,3465.369,2161.531,374.87699999999995,3422,2121,85,88,87.191,71.248,127.695,101.213,255,100,3430,2121,127.77600000000001,81.335,0.6523
295,296,hfd28 ep1 tip.tif  (red) thresh.tif,20136,3062.5890000000004,2242.185,1858.8229999999999,2929,2128,244,196,192.21599999999998,133.381,23.223000000000003,251.104,255,100,2947,2314,46.452,191.283,0.421
296,297,hfd28 ep1 tip.tif  (red) thresh.tif,4385,3002.632,2178.708,377.907,2958,2136,85,80,83.764,66.654,40.952,96.255,255,100,2958,2202,32.699,76.297,0.6449
297,298,hfd28 ep1 tip.tif  (red) thresh.tif,5130,3216.592,2189.244,592.4159999999999,3169,2142,91,100,86.30799999999999,75.68,90.898,106.23100000000001,255,100,3204,2242,67.297,89.7,0.5637
298,299,hfd28 ep1 tip.tif  (red) thresh.tif,8995,2239.342,2202.92,682.742,2180,2150,122,107,114.041,100.427,7.522,135.248,255,100,2189,2150,141.605,107.0,0.6891
299,300,hfd28 ep1 tip.tif  (red) thresh.tif,3908,1523.775,2193.089,651.286,1468,2154,106,86,81.128,61.333,153.184,109.25200000000001,255,100,1468,2193,156.251,82.785,0.4287
300,301,hfd28 ep1 tip.tif  (red) thresh.tif,3878,1765.779,2216.337,425.605,1722,2177,87,74,76.685,64.388,33.8,89.359,255,100,1727,2242,31.734,73.193,0.6024
301,302,hfd28 ep1 tip.tif  (red) thresh.tif,20439,1630.193,2327.725,1975.09,1525,2190,193,291,270.594,96.17299999999999,68.589,308.61,255,100,1564,2481,62.605,138.274,0.3639
302,303,hfd28 ep1 tip.tif  (red) thresh.tif,13768,2020.287,2286.731,855.453,1936,2215,161,137,159.672,109.788,8.994,166.76,255,100,1937,2261,163.63,125.802,0.6242
303,304,hfd28 ep1 tip.tif  (red) thresh.tif,4025,3304.158,2279.4570000000003,643.7719999999999,3259,2229,88,98,77.97800000000001,65.721,80.673,101.139,255,100,3279,2229,104.311,82.039,0.4667
304,305,hfd28 ep1 tip.tif  (red) thresh.tif,5659,1540.4720000000002,2283.688,511.546,1484,2245,109,85,99.68299999999999,72.282,165.78900000000002,109.458,255,100,1484,2284,174.75799999999998,83.06,0.6108
305,306,hfd28 ep1 tip.tif  (red) thresh.tif,3846,1759.434,2292.405,468.09,1701,2257,112,67,99.68299999999999,49.123999999999995,20.452,116.48200000000001,255,100,1701,2300,15.945,57.806000000000004,0.5125
306,307,hfd28 ep1 tip.tif  (red) thresh.tif,6916,2873.0170000000003,2307.2,664.943,2810,2266,115,100,105.49799999999999,83.46799999999999,8.187999999999999,119.038,255,100,2811,2317,21.176,98.764,0.6014
307,308,hfd28 ep1 tip.tif  (red) thresh.tif,3650,825.237,2324.679,633.7719999999999,775,2272,91,96,78.128,59.483000000000004,155.933,109.01799999999999,255,100,777,2297,142.079,82.565,0.4178
308,309,hfd28 ep1 tip.tif  (red) thresh.tif,11419,2625.058,2346.812,915.252,2501,2294,207,109,175.22799999999998,82.973,6.84,207.28,255,100,2501,2328,173.62900000000002,103.404,0.5061
309,310,hfd28 ep1 tip.tif  (red) thresh.tif,4263,1484.5320000000002,2359.265,796.482,1429,2313,116,94,87.506,62.028,157.783,121.852,255,100,1433,2319,156.80100000000002,91.71600000000001,0.391
310,311,hfd28 ep1 tip.tif  (red) thresh.tif,8137,2771.961,2366.657,536.7180000000001,2713,2314,119,112,112.04,92.47,167.321,121.05,255,100,2713,2380,12.888,107.315,0.6105
311,312,hfd28 ep1 tip.tif  (red) thresh.tif,14693,3084.9790000000003,2369.488,1115.4360000000001,2970,2315,221,113,213.079,87.79700000000001,176.06099999999998,225.338,255,100,2970,2347,168.74,112.17200000000001,0.5884
312,313,hfd28 ep1 tip.tif  (red) thresh.tif,6837,1752.229,2377.221,573.446,1692,2328,117,111,101.17299999999999,86.042,9.277999999999999,117.38799999999999,255,100,1692,2385,8.82,100.743,0.5264
313,314,hfd28 ep1 tip.tif  (red) thresh.tif,17823,2958.61,2446.394,1219.318,2846,2341,209,209,231.49599999999998,98.027,133.694,257.42,255,100,2846,2371,142.418,129.8,0.408
314,315,hfd28 ep1 tip.tif  (red) thresh.tif,12735,1312.5220000000002,2447.221,1145.4180000000001,1227,2362,170,169,182.329,88.931,132.47899999999998,192.481,255,100,1234,2396,146.227,113.984,0.4433
315,316,hfd28 ep1 tip.tif  (red) thresh.tif,3283,4053.098,2416.782,449.12,4014,2377,69,77,71.857,58.172,71.008,91.285,255,100,4016,2446,47.22,66.453,0.6179
316,317,hfd28 ep1 tip.tif  (red) thresh.tif,5720,2096.2070000000003,2420.575,550.174,2037,2381,120,84,109.557,66.476,10.856,120.337,255,100,2037,2417,175.71099999999998,73.715,0.5675
317,318,hfd28 ep1 tip.tif  (red) thresh.tif,31751,1515.335,2535.851,2165.883,1368,2408,285,269,252.81,159.909,165.429,290.078,255,100,1473,2409,112.49799999999999,222.976,0.4142
318,319,hfd28 ep1 tip.tif  (red) thresh.tif,9938,1689.24,2483.867,1529.225,1622,2408,148,194,135.96,93.06700000000001,76.833,194.041,255,100,1686,2408,91.181,137.88299999999998,0.3461
319,320,hfd28 ep1 tip.tif  (red) thresh.tif,6502,3098.441,2462.089,419.94800000000004,3048,2416,100,91,94.31200000000001,87.779,16.938,108.81200000000001,255,100,3060,2500,36.027,90.06299999999999,0.7145
320,321,hfd28 ep1 tip.tif  (red) thresh.tif,15419,3490.613,2511.923,1177.318,3389,2425,199,195,210.729,93.163,43.888000000000005,224.183,255,100,3389,2548,28.508000000000003,135.319,0.3973
321,322,hfd28 ep1 tip.tif  (red) thresh.tif,5425,1990.963,2485.59,476.475,1941,2437,105,93,90.806,76.067,160.97299999999998,107.28,255,100,1941,2508,11.834000000000001,89.557,0.5556
322,323,hfd28 ep1 tip.tif  (red) thresh.tif,6214,3207.5440000000003,2494.261,593.99,3156,2437,102,102,102.439,77.235,58.586999999999996,122.88600000000001,255,100,3157,2539,55.275,91.919,0.5973
323,324,hfd28 ep1 tip.tif  (red) thresh.tif,7873,2884.288,2512.8920000000003,678.4580000000001,2828,2453,112,116,117.022,85.661,52.395,130.384,255,100,2836,2557,41.269,100.95,0.606
324,325,hfd28 ep1 tip.tif  (red) thresh.tif,5474,4039.636,2509.2470000000003,601.002,3988,2459,95,96,90.21799999999999,77.25399999999999,33.602,105.759,255,100,4009,2553,49.986000000000004,95.0,0.6002
325,326,hfd28 ep1 tip.tif  (red) thresh.tif,13497,3589.365,2553.715,1050.122,3507,2460,155,177,197.016,87.226,53.937,205.798,255,100,3507,2627,44.016000000000005,105.285,0.492
326,327,hfd28 ep1 tip.tif  (red) thresh.tif,6872,2495.749,2566.5820000000003,671.186,2442,2524,128,105,118.291,73.968,31.54,138.654,255,100,2446,2592,27.489,90.104,0.5113
327,328,hfd28 ep1 tip.tif  (red) thresh.tif,20217,3204.8059999999996,2663.542,1796.864,3122,2547,171,259,230.34799999999998,111.749,85.955,266.086,255,100,3174,2806,76.747,162.776,0.4565
328,329,hfd28 ep1 tip.tif  (red) thresh.tif,17383,3397.205,2675.6440000000002,1661.1660000000002,3313,2569,198,216,163.097,135.703,104.12299999999999,216.668,255,100,3380,2569,94.5,179.958,0.4064
329,330,hfd28 ep1 tip.tif  (red) thresh.tif,5557,3658.6420000000003,2614.426,369.765,3607,2571,105,77,99.946,70.792,179.94400000000002,107.787,255,100,3614,2595,154.148,76.123,0.6873
330,331,hfd28 ep1 tip.tif  (red) thresh.tif,5914,1823.275,2636.583,583.872,1765,2593,125,100,99.041,76.028,13.885,125.064,255,100,1765,2615,178.167,92.06299999999999,0.4731
331,332,hfd28 ep1 tip.tif  (red) thresh.tif,11196,1676.259,2671.0490000000004,703.227,1614,2604,132,137,136.36,104.541,45.456,154.40200000000002,255,100,1621,2734,53.427,109.726,0.6191
332,333,hfd28 ep1 tip.tif  (red) thresh.tif,6200,1459.664,2685.462,720.115,1421,2613,87,129,115.863,68.133,103.63,131.484,255,100,1427,2624,116.175,86.569,0.5524
333,334,hfd28 ep1 tip.tif  (red) thresh.tif,7508,1895.951,2700.705,548.96,1842,2639,102,134,111.815,85.494,67.734,135.204,255,100,1882,2773,82.34899999999999,93.78299999999999,0.5493
334,335,hfd28 ep1 tip.tif  (red) thresh.tif,17994,1614.141,2781.1279999999997,1509.283,1491,2702,258,144,240.36599999999999,95.316,171.27700000000002,260.655,255,100,1494,2813,11.957,130.398,0.4843
335,336,hfd28 ep1 tip.tif  (red) thresh.tif,18955,1816.049,2821.664,1690.8229999999999,1713,2704,213,206,166.33700000000002,145.092,26.914,224.50799999999998,255,100,1713,2890,27.022,184.118,0.432
336,337,hfd28 ep1 tip.tif  (red) thresh.tif,23972,3502.598,2876.175,2443.222,3377,2705,216,355,290.45599999999996,105.083,104.164,368.278,255,100,3482,2705,105.43299999999999,180.89700000000002,0.3126
337,338,hfd28 ep1 tip.tif  (red) thresh.tif,3154,3127.988,2751.9759999999997,451.404,3088,2712,72,88,71.642,56.053999999999995,81.518,89.62700000000001,255,100,3121,2712,100.934,67.741,0.4978
338,339,hfd28 ep1 tip.tif  (red) thresh.tif,6892,2699.27,2778.368,685.387,2613,2733,142,86,119.65700000000001,73.336,10.4,149.696,255,100,2613,2802,20.735,85.741,0.5644
339,340,hfd28 ep1 tip.tif  (red) thresh.tif,3498,1957.598,2770.027,313.32099999999997,1915,2735,90,71,86.943,51.226000000000006,20.586,96.602,255,100,1919,2799,27.096,59.032,0.5474
340,341,hfd28 ep1 tip.tif  (red) thresh.tif,9257,1429.3339999999998,2813.145,649.487,1363,2746,135,119,113.074,104.236,179.507,136.066,255,100,1363,2813,172.82299999999998,118.405,0.5762
341,342,hfd28 ep1 tip.tif  (red) thresh.tif,5805,3288.5690000000004,2798.605,649.73,3231,2746,115,98,99.727,74.11399999999999,35.26,123.065,255,100,3231,2826,24.482,89.228,0.5151
342,343,hfd28 ep1 tip.tif  (red) thresh.tif,6104,3092.969,2818.204,875.4110000000001,3023,2759,154,106,132.256,58.763999999999996,158.009,154.08100000000002,255,100,3023,2826,1.86,78.262,0.3739
343,344,hfd28 ep1 tip.tif  (red) thresh.tif,3152,3397.3140000000003,2814.348,434.87699999999995,3358,2782,74,73,67.064,59.842,176.03099999999998,84.06,255,100,3376,2855,57.633,67.88,0.5835
344,345,hfd28 ep1 tip.tif  (red) thresh.tif,4050,3198.573,2867.1209999999996,593.931,3162,2824,85,95,82.51,62.497,66.729,99.73,255,100,3172,2916,63.178000000000004,78.71,0.5015
345,346,hfd28 ep1 tip.tif  (red) thresh.tif,9781,3024.059,2925.79,905.938,2970,2829,112,177,160.10399999999998,77.78399999999999,94.32600000000001,177.18099999999998,255,100,3021,2829,92.588,104.52799999999999,0.4934
346,347,hfd28 ep1 tip.tif  (red) thresh.tif,10225,2772.067,2914.975,1193.36,2670,2844,204,171,207.321,62.79600000000001,147.74200000000002,238.53099999999998,255,100,2680,2851,137.549,95.85700000000001,0.2931
347,348,hfd28 ep1 tip.tif  (red) thresh.tif,5099,3294.242,2885.272,647.73,3236,2845,119,80,108.125,60.044,12.927999999999999,124.92,255,100,3236,2908,17.71,74.164,0.5356
348,349,hfd28 ep1 tip.tif  (red) thresh.tif,6788,1560.815,2889.042,734.943,1458,2849,162,91,118.572,72.89,178.62599999999998,162.52100000000002,255,100,1458,2877,175.412,84.17200000000001,0.4605
349,350,hfd28 ep1 tip.tif  (red) thresh.tif,18871,1615.0520000000001,2981.347,1930.261,1463,2873,267,185,210.592,114.094,27.929000000000002,304.311,255,100,1463,3058,28.671,185.0,0.382
350,351,hfd28 ep1 tip.tif  (red) thresh.tif,8244,1362.642,2925.1290000000004,674.073,1312,2875,112,119,107.035,98.06700000000001,71.521,131.366,255,100,1317,2879,129.75,112.0,0.6185
351,352,hfd28 ep1 tip.tif  (red) thresh.tif,21068,2584.422,2970.3109999999997,1616.396,2466,2886,249,172,197.03599999999997,136.141,0.5379999999999999,260.634,255,100,2466,2907,162.816,165.315,0.4919
352,353,hfd28 ep1 tip.tif  (red) thresh.tif,3184,4003.9570000000003,2922.6440000000002,339.56300000000005,3968,2888,74,82,69.525,58.31,39.459,87.693,255,100,3980,2970,45.924,63.856,0.5247
353,354,hfd28 ep1 tip.tif  (red) thresh.tif,6682,1467.116,2949.248,532.7180000000001,1424,2891,94,108,99.75399999999999,85.287,77.014,108.904,255,100,1453,2891,97.38600000000001,90.86,0.6582
354,355,hfd28 ep1 tip.tif  (red) thresh.tif,4110,2944.923,2944.395,397.12,2900,2904,89,75,85.65299999999999,61.096000000000004,36.096,101.02,255,100,2903,2975,31.645,69.817,0.6157
355,356,hfd28 ep1 tip.tif  (red) thresh.tif,4749,3304.797,2961.55,414.04900000000004,3259,2919,93,81,90.762,66.62100000000001,19.11,99.705,255,100,3274,2993,44.593999999999994,75.7,0.6304
356,357,hfd28 ep1 tip.tif  (red) thresh.tif,6759,1203.1960000000001,2995.868,733.813,1152,2934,105,115,102.20200000000001,84.204,109.125,121.083,255,100,1167,2943,138.013,97.62700000000001,0.5598
357,358,hfd28 ep1 tip.tif  (red) thresh.tif,6335,3108.9440000000004,2993.3509999999997,657.671,3033,2943,140,97,124.675,64.696,30.948,155.20600000000002,255,100,3033,3030,25.574,79.563,0.4665
358,359,hfd28 ep1 tip.tif  (red) thresh.tif,4816,2358.783,3009.244,504.61699999999996,2300,2964,108,89,96.553,63.508,17.157,110.85600000000001,255,100,2300,3013,13.033,84.742,0.501
359,360,hfd28 ep1 tip.tif  (red) thresh.tif,5236,3211.091,3015.7529999999997,550.7180000000001,3164,2966,99,89,93.18,71.546,38.137,114.809,255,100,3164,3053,37.569,86.53,0.5943
360,361,hfd28 ep1 tip.tif  (red) thresh.tif,5551,2456.1620000000003,3013.988,373.17900000000003,2409,2970,91,83,91.911,76.898,24.543000000000003,102.65,255,100,2419,3053,47.763999999999996,77.403,0.7349
361,362,hfd28 ep1 tip.tif  (red) thresh.tif,5134,2083.583,3013.33,485.30400000000003,2032,2971,109,85,104.59299999999999,62.498000000000005,36.723,119.365,255,100,2034,3046,31.293000000000003,73.218,0.5541
362,363,hfd28 ep1 tip.tif  (red) thresh.tif,10115,1854.914,3024.0609999999997,1211.5610000000001,1735,2974,226,85,202.253,63.677,5.63,229.00900000000001,255,100,1735,3059,9.298,82.307,0.5265
363,364,hfd28 ep1 tip.tif  (red) thresh.tif,3416,1316.3670000000002,3018.64,431.605,1274,2975,89,81,72.732,59.8,130.38,89.022,255,100,1274,3008,178.713,70.676,0.4739
364,365,hfd28 ep1 tip.tif  (red) thresh.tif,3942,3470.968,3019.801,471.74699999999996,3422,2976,90,82,82.82799999999999,60.597,61.824,96.83,255,100,3428,3055,51.71,69.925,0.5341
365,366,hfd28 ep1 tip.tif  (red) thresh.tif,5427,2942.203,3024.586,438.291,2882,2987,120,71,103.81299999999999,66.561,11.298,124.72399999999999,255,100,2882,3049,15.819,71.0,0.637
366,367,hfd28 ep1 tip.tif  (red) thresh.tif,4292,2683.135,3034.011,424.836,2629,2995,109,64,97.90899999999999,55.815,3.005,110.64399999999999,255,100,2629,3054,9.888,62.72,0.6153
367,368,hfd28 ep1 tip.tif  (red) thresh.tif,3251,1405.9820000000002,3034.179,433.17900000000003,1360,3002,98,56,87.021,47.567,2.511,103.47,255,100,1360,3054,23.344,54.748000000000005,0.5924
